LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 2171, 0, 0.20727775218793182, 0.390625, 0.20718232044198895,
1, 1021, 0, 0.0979431929480901, 0.1953125, 0.09784735812133072,
2, 637, 0, 0.003372743328100471, 0.01678466796875, 0.003367456896551724,
