LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 581, 0, 0.5113086273666093, 4.1259765625, 0.5104300902061856,
1, 653, 0, 0.26919027565084225, 1.220703125, 0.26877866972477066,
2, 797, 0, 0.03528858218318695, 0.09765625, 0.035244360902255634,
3, 2171, 0, 0.20727775218793182, 0.390625, 0.20718232044198895,
4, 1021, 0, 0.0979431929480901, 0.1953125, 0.09784735812133072,
5, 637, 0, 0.003372743328100471, 0.01678466796875, 0.003367456896551724,
